
e;118790;'cuisinier';1;1016
e;140715;'jambes';1;794
e;142086;'jambe';1;3332
e;19356;'sexe';1;5650
e;408393;'Piet';1;50
e;81444;'bistrot';1;766
e;345599;'cuisinier de restaurant';1;50
e;68439;'individu';1;6030
e;24956;'être humain';1;814
e;120188;'recette';1;934
e;93523;'reliure';1;174
e;152543;'mains';1;1202
e;52119;'langue';1;4210
e;189062;'Cyril Lignac';1;52
e;237;'objet';1;1966
e;155697;'chefs';1;104
e;111228;'coquelet';1;148
e;126500;'queux';1;52
e;1154;'bonne';1;1138
e;52851;'boy';1;60
e;78770;'souillon';1;92
e;143757;'art culinaire';1;700
e;57703;'saucier';1;54
e;120237;'fricasseur';1;52
e;96967;'popotier';1;52
e;75249;'serviteurs';1;58
e;6051;'maître coq';1;50
e;113405;'aide-cuisinier';1;54
e;5802226;'Martino de Rossi';777;0
e;5802227;'Maestro Martino';777;0
e;143415;'Renaissance';1;174
e;36246;'préparer';1;664
e;59879;'éplucher';1;394
e;88315;'émincer';1;168
e;79307;'faire revenir';1;152
e;30536;'faire cuire';1;168
e;14492094;'faire flamber';1;0
e;87561;'rajouter';1;68
e;104506;'verser';1;550
e;5714;'sortir';1;788
e;86306;'prendre';1;1352
e;82772;'allumer';1;904
e;11692695;'allumer le four';1;0
e;11840072;'faire cuire un poisson';1;0
e;126064;'paner';1;88
e;121296;'fariner';1;60
e;10821744;'émincer des légumes';1;0
e;132366;'mettre';1;744
e;16283472;'faire des frites';1;0
e;251350;'préparer à manger';1;136
e;26201;'goûter';1;908
e;10821354;'préparer un plat';1;0
e;14473085;'faire une tarte';1;0
e;56653;'cordon-bleu';1;52
e;5115;'cuire';1;1406
e;16110;'bouche';1;4300
e;2435209;'cuisto';1;0
e;116649;'charcutier';1;208
e;57728;'maître-coq';1;52
e;67884;'traiteur';1;136
e;53541;'groupe';1;2316
e;103899;'empoisonneur';1;126
e;45179;'maison';1;12514
e;76641;'trahison';1;400
e;131111;'hâteur';1;52
e;10821353;'préparer un repas';1;0
e;156701;'faire la cuisine';1;368
e;435682;'Cuisinier';1;50
e;11575;'restauration';1;272
e;142787;'livre';1;7046
e;117146;'coq';1;1086
e;223596;'François Vatel';1;10
e;20621;'aliments';1;172
e;138083;'maître d'hôtel';1;64
e;78177;'cuistancier';1;54
e;116477;'personne';1;10218
e;70283;'travail';1;4574
e;23195;'emploi';1;906
e;1767192;'travail et métiers';1;0
e;248381;'chef cuisinier';1;8
e;91657;'nutrition';1;424
e;139303;'drogue';1;1706
e;153445;'métiers';1;68
e;5811587;'Pierre Wynants';777;0
e;74860;'homme';1;28798
e;39621;'marin';1;1374
e;25348;'serviteur';1;196
e;248095;'chef étoilé';1;46
e;57253;'casserole';1;896
e;59151;'cuisinière';1;636
e;52223;'maître queux';1;54
e;79395;'rôtisseur';1;52
e;111582;'marmiton';1;70
e;177223;'cordon bleu';1;38
e;15411;'gâte-sauce';1;66
e;128686;'gargotier';1;54
e;58533;'valet de cuisine';1;56
e;250166;'Joël Robuchon';666;50
e;39720;'second';1;404
e;247869;'Philippe Etchebest';1;54
e;43887;'cantinier';1;54
e;160565;'grand chef';1;66
e;43125;'gastronomie';1;2556
e;10403;'commis';1;82
e;126724;'métier';1;1406
e;74736;'repas';1;3608
e;48030;'cuistot';1;206
e;36327;'plat';1;3474
e;9124;'toque';1;94
e;7658;'tablier';1;162
e;80199;'cuisiner';1;1826
e;113902;'alimentation';1;1784
e;79954;'restaurant';1;5296
e;16033;'cuisine';1;11422
e;89926;'chef';1;1863
e;20965;'nourriture';1;3506
e;5622150;'Paul Prudhomme';777;0
e;5621804;'Carlos Alberto Dumas';777;0
e;84473;'Charles Durand';1;50
e;13684613;'mauvais cuisinier';1;0
e;14653192;'restaurateur-cuisinier';1;0
e;12831;'montagne';1;3968
e;4117;'attabler';1;68
e;4934;'Marmite';1;50
e;4322;'tapissier';1;68
e;33907;'Macaroni';1;50
e;54786;'violier';1;50
e;15686711;'Steven Raichlen';777;0
e;1690998;'Jacques et Laurent Pourcel';1;0
e;6426358;'cuisinier à bord d'un navire';1;0
e;5621805;'Gato Dumas';777;0
e;14304675;'chef pâtissier';1;2
e;14549251;'cuisinier japonais';1;0
e;223666;'mariette';666;50
e;11775234;'El Risitas';777;0
e;11775233;'Juan Joya Borja';777;0
e;183676;'pieds et paquets';1;50
e;13197;'légion';1;208
e;6440801;'cuisinier d'établissement';1;0
e;15211710;'cuisinier dans un snack-bar';1;0
e;13627067;'cuisinier-potager';777;0
e;633575;'Taillevent';777;0
e;5913207;'Guillaume Tirel';777;0
e;29241;'batteur';1;256
e;8852789;'chef-cuisinier';1;0
e;15211713;'Matthew est un excellent cuisinier.';1;0
e;16165934;'apprenti cuisinier';1;0
e;244390;'livre de cuisine';1;60
e;5795366;'Jean-Paul Bucher';777;0
e;42699;'officier';1;254
e;12050510;'cuisinier poissonnier';1;0
e;12050522;'cuisinier diététicien';1;0
e;32610;'couteau';1;4086
e;71783;'charlotte';1;130
e;5805005;'Bill Granger';777;0
e;15427053;'cuisinier en chef';1;0
e;5502233;'Martin-Jules Gouffé';777;0
e;11060460;'Benjamin Flotte';777;0
e;8803185;'chef de grand restaurant';1;0
e;14538276;'table de la cuisine';1;4
e;38188;'menu';1;736
e;156058;'chef de cuisine';1;50
e;163235;'Barack Obama';1;90
