
e;107799;'matelas';1;994
e;363577;'matelas de duvet';1;50
e;363578;'matelas de protection';1;50
e;363579;'matelas financier';1;50
e;62726;'plume';1;2610
e;104914;'camping';1;862
e;142663;'sale';1;1392
e;268306;'matelas d'appoint';1;50
e;39192;'nuit';1;3112
e;38057;'traversin';1;326
e;2517293;'matelas à eau';1;0
e;93285;'grosse';1;656
e;15588901;'réserve de';1;0
e;144916;'argent';1;7208
e;258869;'couche épaisse';1;52
e;55342;'épais';1;286
e;15485509;'de quelque chose';1;0
e;109527;'chose';1;974
e;161557;'matelas à ressorts';1;54
e;163552;'futon';1;58
e;100855;'rembourré';1;52
e;124402;'multitude';1;234
e;131240;'lire';1;3070
e;1851173;'matelas à dépression';1;0
e;142736;'toile';1;1434
e;238582;'toile à matelas';1;2
e;34898;'pied';1;4290
e;143462;'couture';1;1232
e;84939;'coton';1;1038
e;136692;'pécule';1;56
e;84671;'coite';1;58
e;84228;'cataplasme';1;58
e;25201;'édredon';1;310
e;140195;'réserve';1;482
e;11060306;'tacos lyonnais';777;0
e;5828990;'tacos français';777;0
e;12323355;'tacos de Lyon';777;0
e;6533199;'matelat';1;0
e;81363;'façon';1;154
e;28743;'manière';1;208
e;139237;'rente';1;98
e;135985;'sieste';1;990
e;54974;'confort';1;260
e;433291;'Pièce';1;50
e;413455;'Toute';1;50
e;163268;'lits';1;60
e;110261;'clown';1;1008
e;134536;'économie';1;1908
e;133408;'paillot';1;50
e;143712;'marine';1;1284
e;149802;'posée';1;54
e;19367;'couchage';1;80
e;105655;'épargne';1;206
e;61659;'thésaurisation';1;50
e;133795;'mobilier';1;490
e;135190;'lieu';1;1642
e;135128;'finances';1;218
e;42074;'dortoir';1;256
e;303387;'couvre';777;50
e;1320;'réserves';1;78
e;112921;'matelassage';1;56
e;153844;'matelas pneumatique';1;116
e;264110;'rembourrée';1;50
e;105154;'étendue';1;174
e;10921;'matelassier';1;66
e;1975667;'grosse quantité';1;0
e;105302;'meubles';1;206
e;92955;'plumes';1;500
e;15025;'grabat';1;60
e;246165;'élément de literie';1;50
e;135631;'crin';1;130
e;124863;'pneumatique';1;260
e;243731;'matelas gonflable';1;68
e;35729;'coussin';1;496
e;302771;'matelas de camping';777;50
e;85413;'ameublement';1;138
e;26607;'mou';1;642
e;250876;'matelas de plage';1;6
e;82278;'matelasser';1;76
e;72731;'dur';1;1206
e;129051;'gonflable';1;124
e;138712;'paillasse';1;98
e;60829;'sommeil';1;1774
e;102206;'médecine';1;7144
e;13070;'épaisseur';1;142
e;90075;'chambre';1;5104
e;50406;'confortable';1;262
e;19152;'couche';1;406
e;134158;'mousse';1;798
e;3300;'matelassé';1;96
e;54226;'couette';1;910
e;20534;'ressort';1;222
e;82414;'drap';1;1262
e;49928;'couverture';1;1448
e;61092;'literie';1;362
e;81637;'oreiller';1;1416
e;127337;'sommier';1;337
e;43253;'dormir';1;6518
e;71578;'lit';1;6032
e;12167880;'détermination de la présence de matelas (poussière) ac ige classification rast';1;0
e;12167878;'mesure de matelas (poussière) ac ige';1;0
e;120165;'endormir';1;356
e;16409;'Paillasse';1;50
e;75170;'coin';1;226
e;3469;'natter';1;78
e;4322;'tapissier';1;68
e;22869;'Geraud';1;50
e;34318;'tringler';1;54
e;79647;'coutil';1;50
e;136152;'courtepointière';1;50
e;165974;'edredon';1;50
e;183034;'lit mezzanine';1;50
e;434491;'VER';1;50
e;191674;'pièce de mobilier';1;50
e;14300920;'matelas anti-acarien';1;0
e;134474;'piscine';1;1626
e;12100704;'matelas (poussière) ac ige';1;0
e;12202064;'matelas (poussière)';1;0
e;12100705;'matelas (poussière) ac ige classification rast';1;0
e;12110107;'matelas (poussière) ag';1;0
e;153684;'tapis de sol';1;76
e;5670417;'théorie du matelas d'eau';777;0
e;15317916;'Mon matelas pneumatique se dégonflait constamment.';1;0
e;5918732;'matelas immobilisateur à dépression';777;0
e;9980436;'trouver le sommeil';1;0
e;154008;'chambre d'hôtel';1;188
e;1838466;'matelas placentaire';1;0
e;95737;'matelassure';1;56
e;16058154;'surmatelas';1;0
e;146949;'cardeuse';1;50
e;62971;'bassiner';1;60
e;3264;'alèse';1;96
e;179754;'point d'orgue';1;50
e;46532;'alaise';1;50
e;250867;'Paris-Plage';1;50
e;4388580;'protège-matelas';1;14
e;259908;'tirer sa crampe';1;50
e;251049;'à la plage';1;12
e;7225;'litière';1;128
e;155313;'faire du camping';1;66
e;226398;'pipi au lit';1;60
e;15279761;'aller... au lit';1;0
e;138507;'s'endormir';1;302
e;251050;'plage payante';1;12
e;3154648;'an:?:65767:74762:72731';12;50
e;65767;'moelleux';1;354
e;268352;'couchage d'appoint';1;50
e;9949743;'sauter sur son ventre';1;0
e;14561358;'percale de coton';1;2
e;9824717;'être bien réveillé';1;2
e;14568825;'cachet pour dormir';1;0
e;14635290;'érection du matin';1;2
e;4388582;'oreiller à mémoire de forme';1;10
e;4388583;'taie de traversin';1;12
e;14540031;'rester couchée';1;0
e;14716538;'protège-oreiller';1;6
e;14716539;'drap plat';1;8
e;1890131;'dortoir de travailleurs migrants';1;0
e;14583997;'linge en coton';1;2
e;49836;'pieux';1;96
e;238712;'lit-parapluie';1;28
e;142825;'bourre';1;98
e;163884;'plage privée';1;72
e;3358053;'vieux matelas';1;0
e;1803946;'matelas antiescarre';1;0
e;2605618;'manger l'oreiller';1;0
e;165187;'bestioles';1;50
e;105710;'gonfler';1;322
e;3705285;'flemmarder au lit';1;0
e;264150;'bien dormir';1;96
e;329632;'dormir par terre';1;50
e;262435;'prendre le petit-déjeuner au lit';1;50
e;12992123;'se lever de bon matin';1;2
e;14726403;'draps de lit';1;2
e;73281;'Acariens';1;50
e;5246788;'faire la grass'mat';1;2
e;14510834;'lit douillet';1;0
e;7330;'acarien';1;178
e;1655429;'acarin';1;0
e;15290407;'aller au pieu';1;0
